date_local,tweets_total,retweets_total,tweet_ratio,avg_tweets_per_hour,active_hours_count,mean_intertweet_gap,std_intertweet_gap,min_gap,max_gap,burst_count,max_burst_length,burstiness,avg_tweet_length,morning_tweets,afternoon_tweets,evening_tweets,night_tweets,tweet_entropy,time_of_first_tweet_sin,time_of_first_tweet_cos,time_of_last_tweet_sin,time_of_last_tweet_cos,7d_avg_tweets,7d_var_tweets
2024-10-18,25.0,9.0,0.64,1.0416666666666667,8.0,58.986805555555556,152.26622716381638,0.25,745.75,9.0,7.0,0.44155305326278094,89.8,0.0,4.0,14.0,7.0,1.8112075791415685,0.09164645165086104,0.9957916086711147,-0.014325754225708991,0.9998973811176147,31.571428571428573,501.38775510204033
2024-10-19,53.0,10.0,0.8113207547169812,2.2083333333333335,12.0,22.683333333333337,61.803066232400596,0.21666666666666667,417.0,15.0,15.0,0.4630299444661561,89.11320754716981,7.0,12.0,23.0,11.0,2.1891297393737186,0.048123404622304015,0.9988413977842319,-0.8858664265423343,0.46394037798526994,39.0,378.28571428571394
2024-10-20,80.0,23.0,0.7125,3.3333333333333335,12.0,17.589662447257385,67.3241781752638,0.21666666666666667,565.9333333333333,15.0,12.0,0.5857056442553092,103.2875,0.0,11.0,44.0,25.0,2.229729800394379,0.006544937967351858,0.9999785816641292,-0.21182232688050037,0.9773081918386495,45.714285714285715,568.2040816326529
2024-10-21,44.0,9.0,0.7954545454545454,1.8333333333333333,12.0,29.340310077519376,62.579487359251715,0.23333333333333334,295.45,19.0,5.0,0.36161064546075167,79.31818181818181,16.0,16.0,4.0,8.0,2.315058183229764,0.4473688968413069,0.8943495234744592,-0.30929363242352764,0.9509665866592053,47.857142857142854,524.1224489795917
2024-10-22,40.0,17.0,0.575,1.6666666666666667,10.0,34.87905982905982,83.83915832662355,0.06666666666666667,482.8,14.0,5.0,0.412405941212485,97.45,0.0,8.0,15.0,17.0,2.170890224344006,0.33942205841788764,0.9406341830166306,-0.0015271625018798375,0.9999988338866665,50.285714285714285,438.7755102040815
2024-10-23,47.0,15.0,0.6808510638297872,1.9583333333333333,12.0,30.128985507246384,74.62465978646847,0.16666666666666666,460.46666666666664,16.0,16.0,0.4247649249289828,83.1063829787234,3.0,10.0,21.0,13.0,2.0973429096944005,0.019779108321047595,0.9998043743023053,-0.21445121563655445,0.976734700986918,52.857142857142854,368.97959183673464
2024-10-24,33.0,11.0,0.6666666666666666,1.375,9.0,42.56979166666667,90.9463517491734,0.3,380.28333333333336,13.0,6.0,0.3623274223240292,81.0909090909091,7.0,15.0,9.0,2.0,2.0361559391328634,0.31095291030122374,0.9504253193045727,-0.023123551404394784,0.9997326149378384,46.0,265.1428571428568
2024-10-25,41.0,19.0,0.5365853658536586,1.7083333333333333,11.0,27.532916666666665,68.1661816901554,0.08333333333333333,361.15,12.0,23.0,0.42459402148162584,93.7560975609756,2.0,3.0,5.0,31.0,1.7962815684522848,0.6401096994849554,0.7682835235935234,-0.7055108957493527,0.7086990729350124,48.285714285714285,200.48979591836718
2024-10-26,40.0,12.0,0.7,1.6666666666666667,11.0,34.224786324786315,85.74115296381329,0.3,471.1333333333333,15.0,7.0,0.42942494298398404,85.35,3.0,10.0,14.0,13.0,2.1976579899560362,0.39053029618623863,0.9205900758538996,-0.05792703047456754,0.9983208197470383,46.42857142857143,203.6734693877548
2024-10-27,99.0,30.0,0.696969696969697,4.125,16.0,14.35034013605442,41.32624904861951,0.36666666666666664,356.73333333333335,27.0,19.0,0.48451080261200224,82.02020202020202,3.0,9.0,43.0,44.0,2.4904985728693494,0.026540432230081887,0.9996477406852078,-0.12006464316583106,0.9927660759018015,49.142857142857146,430.12244897959175
